Company,TypeName,Disp_size,IPS_Panel,Touch_Screen,Processor,RAM_GB,SSD_Disk,HDD_Disk,HybridFlash_Disk,GPU_company,Op_Sys,Weight_kg,Price_INR,PPI,SSD_storage,HDD_storage,Other_storage
Lenovo,Notebook,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,2.3,48538,1087,256,0,0
Asus,Netbook,11.6,0,0,Intel ,4,0,0,1,Intel,Windows,1.2,18115,777,0,0,64
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Windows,1.91,32980,773,256,0,0
Lenovo,2 in 1 Convertible,13.9,1,1,Intel ,8,1,0,0,Intel,Windows,1.4,85195,1089,256,0,0
Lenovo,Notebook,14,0,0,Intel ,4,0,1,0,Intel,Windows,2.1,15931,774,0,500,0
Lenovo,Netbook,11.6,0,0,Intel ,4,1,0,0,Intel,Chrome,1.25,14119,777,16,0,0
Lenovo,Notebook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.44,50563,1090,256,0,0
Asus,Notebook,15.6,0,0,Intel ,8,1,1,0,Intel,Windows,2,65215,1087,256,1024,0
Acer,Notebook,15.6,1,0,Intel ,4,0,1,0,Nvidia,Windows,2.2,32661,1087,0,0,0
HP,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.34,70489,1090,512,0,0
Lenovo,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,No OS,2.4,61219,1087,256,1024,0
Dell,Ultrabook,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.29,47899,1090,128,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.2,34046,1087,0,500,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2.18,44542,1087,0,0,0
Dell,Notebook,15.6,0,0,Intel ,16,1,1,0,AMD,Windows,2.2,64961,1087,256,2048,0
Xiaomi,Notebook,15.6,1,0,Intel ,16,1,0,0,Nvidia,No OS,1.95,74589,1087,256,0,0
Asus,Netbook,11.6,0,0,Intel ,2,0,0,1,Intel,Windows,1.1,13054,777,0,0,32
HP,Notebook,15.6,0,1,Intel ,4,0,1,0,Intel,Windows,2.04,27784,773,0,0,0
Asus,Gaming,15.6,0,0,Intel ,24,1,0,0,Nvidia,Windows,2.24,158135,1087,512,0,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.04,47366,1087,256,0,0
Asus,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,3,80133,1086,256,1024,0
Lenovo,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,3.2,74539,1087,256,1024,0
HP,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.32,74539,1090,256,0,0
Dell,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.64,68184,1089,256,0,0
HP,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,1.63,36710,773,128,0,0
Dell,Notebook,17.3,1,0,Intel ,8,1,1,0,AMD,Linux,2.8,47366,1086,128,1024,0
Lenovo,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,2.02,71395,1089,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.2,42571,1087,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,No OS,2.2,24456,773,0,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Windows,2.3,31169,1087,0,500,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.9,73367,1087,256,0,0
Dell,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,4.42,160520,1086,128,1024,0
Toshiba,Notebook,15.6,1,0,Intel ,8,0,1,0,Intel,Windows,2,45821,1087,0,500,0
Asus,Notebook,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2,69211,2174,256,1024,0
Mediacom,Notebook,13.3,1,0,Intel ,4,1,0,0,Intel,Windows,1.2,19660,1090,32,0,0
Asus,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.3,87859,1087,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,1.93,72940,1087,256,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Windows,2.2,42486,1087,256,0,0
HP,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,1.86,21258,1087,256,0,0
HP,Gaming,17.3,0,0,Intel ,12,0,1,0,Nvidia,Windows,2.62,95851,1086,0,0,0
Lenovo,Notebook,14,1,0,Intel ,8,1,0,0,Nvidia,Windows,1.87,45768,1089,256,0,0
Dell,Ultrabook,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.2,74539,1816,256,0,0
Dell,Notebook,14,0,0,Intel ,4,1,0,0,Intel,Windows,1.6,39207,1089,128,0,0
HP,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.34,61006,1816,256,0,0
Acer,Gaming,15.6,0,0,Intel ,8,0,1,0,Nvidia,Linux,2.4,42517,1087,0,0,0
Asus,Notebook,15.6,0,0,AMD ,4,0,1,0,AMD,Windows,2,18595,773,0,500,0
HP,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.1,37589,1087,128,0,0
Lenovo,Notebook,14,0,0,Intel ,4,0,1,0,Intel,Windows,1.87,41825,1089,0,500,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,No OS,2.15,24634,1087,0,0,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.86,21152,1087,0,500,0
Lenovo,Notebook,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,1.99,92121,1087,512,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.2,26587,1087,128,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.9,59513,1087,256,0,0
Dell,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,4.42,143803,1086,256,1024,0
HP,Notebook,17.3,0,0,Intel ,8,0,1,0,Intel,Windows,2.65,28992,905,0,0,0
HP,Notebook,17.3,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.63,68198,1086,0,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2,11935,773,0,500,0
Mediacom,Notebook,13.3,1,0,Intel ,4,0,0,1,Intel,Windows,1.35,13586,1090,0,0,32
Lenovo,Notebook,17.3,0,0,Intel ,6,1,1,0,Nvidia,Windows,2.8,50563,905,128,1024,0
HP,Notebook,15.6,1,0,AMD ,6,1,0,0,AMD,Windows,1.91,30311,1087,128,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Windows,2.18,32922,773,0,0,0
Acer,2 in 1 Convertible,11.6,1,1,Intel ,4,0,0,1,Intel,Windows,1.25,18595,1093,0,0,32
Lenovo,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.05,33566,1087,128,0,0
HP,Ultrabook,13.3,1,1,Intel ,16,1,0,0,Intel,Windows,1.16,104695,1816,512,0,0
Lenovo,Notebook,17.3,1,0,Intel ,8,1,0,0,Nvidia,Windows,3.4,159787,1086,256,0,0
Asus,Notebook,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.5,44702,1087,128,1024,0
Dell,Ultrabook,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.21,85195,2179,128,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.93,51096,773,0,500,0
Fujitsu,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2.2,39374,773,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,18328,1087,0,500,0
Lenovo,Notebook,14,0,0,Intel ,4,0,1,0,Intel,Windows,2.02,52747,774,0,500,0
HP,Workstation,17.3,0,0,Intel ,8,0,1,0,Nvidia,Windows,3.14,99154,905,0,500,0
HP,Notebook,14,0,0,Intel ,8,0,1,0,Intel,Windows,1.94,20726,774,0,0,0
HP,Notebook,15.6,1,0,AMD ,6,1,0,0,AMD,Windows,1.95,34579,1087,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.3,44222,1087,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.05,36497,1087,0,500,0
Mediacom,Notebook,14,0,0,Intel ,4,1,0,0,Intel,Windows,1.4,13267,1089,32,0,0
Toshiba,Ultrabook,14,0,1,Intel ,16,1,0,0,Intel,Windows,1.24,99367,1089,512,0,0
Lenovo,Gaming,17.3,1,0,Intel ,32,1,1,0,Nvidia,Windows,4.6,141885,1086,256,1024,0
MSI,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,4.14,145401,1086,512,1024,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Linux,2.2,39907,1087,256,0,0
Mediacom,Notebook,14,1,0,Intel ,4,1,0,0,Intel,Windows,1.45,20726,1089,32,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,1.9,53734,773,0,500,0
HP,Notebook,13.3,0,0,Intel ,4,1,0,0,Intel,Windows,1.49,38308,1090,128,0,0
Dell,Notebook,15.6,0,0,Intel ,16,1,0,0,Nvidia,Windows,1.93,81912,1087,256,0,0
Dell,Netbook,11.6,0,0,Intel ,4,0,0,1,Intel,Chrome,1.26,15718,777,0,0,16
MSI,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,4.5,125155,1086,128,1024,0
HP,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,3.78,79813,1086,256,1024,0
Lenovo,Ultrabook,14,1,0,Intel ,12,1,0,0,Intel,Windows,1.4,89137,1089,256,0,0
Lenovo,Notebook,15.6,0,1,Intel ,12,0,1,0,Intel,Windows,2.2,32448,773,0,0,0
Asus,Gaming,17.3,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.73,94306,1086,128,1024,0
Asus,2 in 1 Convertible,15.6,0,1,Intel ,8,0,1,0,Intel,Windows,2.2,39374,773,0,0,0
Lenovo,Notebook,15.6,0,0,AMD ,12,1,0,0,AMD,Windows,2.2,50563,1087,512,0,0
Dell,2 in 1 Convertible,11.6,0,1,Intel ,4,1,0,0,Intel,Windows,1.39,32128,777,128,0,0
Samsung,Notebook,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.5,90523,1087,128,1024,0
Lenovo,Notebook,17.3,0,0,Intel ,4,0,1,0,Intel,No OS,2.8,28185,1086,0,500,0
Lenovo,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2.29,24456,773,0,0,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.37,107892,1090,512,0,0
Lenovo,Notebook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.7,78535,1089,256,0,0
Dell,2 in 1 Convertible,12.5,0,1,Intel ,8,1,0,0,Intel,Windows,1.34,88978,1091,256,0,0
Dell,Workstation,15.6,0,1,Intel ,8,1,0,0,Nvidia,Windows,2.06,93933,1087,256,0,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.84,64948,1087,256,0,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.1,35617,773,0,500,0
Acer,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Windows,1.6,17529,1089,0,0,32
MSI,Gaming,17.3,0,0,Intel ,16,1,1,0,Nvidia,Windows,4.14,117163,1086,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Linux,2.18,24775,773,0,0,0
MSI,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,1.8,122491,2174,256,2048,0
Toshiba,Notebook,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,2.2,74539,1087,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,6,0,1,0,Intel,Windows,2.4,30050,1087,0,0,0
Lenovo,2 in 1 Convertible,15.6,1,1,Intel ,8,1,0,0,Intel,Windows,2,69211,1087,256,0,0
Acer,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Windows,1.6,18595,774,0,0,128
Lenovo,Notebook,15.6,1,0,Intel ,32,1,0,0,Nvidia,Windows,2.5,261019,2174,0,0,0
Dell,Gaming,15.6,0,0,Intel ,16,0,1,0,Nvidia,Windows,2.59,46834,1087,0,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2.18,23651,773,0,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2.25,19128,773,0,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,1.93,46300,773,0,500,0
Asus,Gaming,17.3,0,0,Intel ,8,1,1,0,Nvidia,Windows,3,62231,1086,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,4,1,0,0,AMD,Linux,2.18,30316,1087,128,0,0
HP,Ultrabook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.84,74006,1087,512,0,0
MSI,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.94,120832,1087,256,1024,0
Acer,2 in 1 Convertible,11.6,1,1,Intel ,4,0,0,1,Intel,Chrome,1.25,20193,777,0,0,32
HP,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,2.31,59887,774,256,0,0
Lenovo,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.65,78055,1089,256,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Windows,2.2,41345,1087,0,0,0
Fujitsu,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.2,42571,773,256,0,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.88,49657,773,0,500,0
Lenovo,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.2,47899,1087,0,0,0
Mediacom,Notebook,14,0,0,Intel ,2,0,0,1,Intel,Windows,1.4,12734,1089,0,0,32
Lenovo,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,No OS,2.2,24935,1087,128,0,0
Asus,2 in 1 Convertible,13.3,0,1,Intel ,6,0,1,0,Intel,Windows,1.5,34046,1090,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2,96970,1087,256,0,0
Asus,Ultrabook,14,0,0,Intel ,16,1,0,0,Intel,Windows,1.1,101232,1089,512,0,0
Dell,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.62,78801,1087,256,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,1.8,44169,1087,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.2,30849,1087,0,0,0
Asus,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2,21259,773,0,0,0
Asus,Notebook,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,1.99,48305,1087,0,0,0
Dell,Ultrabook,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.23,99580,1816,256,0,0
Lenovo,Notebook,14,0,0,Intel ,2,0,0,1,Intel,Windows,1.42,13267,774,0,0,32
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.37,93635,1090,256,0,0
Dell,Notebook,15.6,0,1,Intel ,16,1,0,0,Nvidia,Windows,2.06,127819,2174,0,0,0
Lenovo,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.5,59088,1087,128,1024,0
HP,Notebook,17,0,0,AMD ,8,0,1,0,AMD,Windows,2.6,27754,905,0,0,0
Lenovo,Ultrabook,14,1,0,Intel ,16,1,0,0,Intel,Windows,1.14,130536,1089,512,0,0
Asus,Gaming,15.6,1,0,Intel ,8,0,1,0,Nvidia,No OS,2.5,62284,1087,0,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.4,23976,773,0,500,0
Lenovo,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Windows,1.43,14599,774,0,0,32
Acer,Ultrabook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.8,48964,1089,256,0,0
Razer,Gaming,14,0,0,Intel ,16,1,0,0,Nvidia,Windows,1.95,138475,1089,256,0,0
Toshiba,Notebook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.2,64629,1090,256,0,0
Lenovo,Ultrabook,12.5,1,0,Intel ,8,1,0,0,Intel,Windows,1.36,84396,1091,256,0,0
Asus,Gaming,17.3,1,0,Intel ,32,1,0,0,Nvidia,Windows,3.8,149131,1086,512,0,0
Acer,Gaming,15.6,0,0,Intel ,8,0,1,0,Nvidia,Linux,2.4,37776,1087,0,0,0
Dell,Ultrabook,13.3,0,0,Intel ,8,1,0,0,Intel,Windows,1.2,77251,1090,256,0,0
MSI,Gaming,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.2,63499,1087,128,1024,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,No OS,1.86,19442,773,0,500,0
Toshiba,Notebook,15.6,1,0,Intel ,8,0,1,0,Intel,Windows,2,56690,1087,0,500,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,AMD,Windows,2.2,48964,1087,256,0,0
Dell,Notebook,15.6,0,0,Intel ,16,1,1,0,AMD,Windows,2.2,60473,1087,256,2048,0
Lenovo,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,3.31,63723,1087,128,1024,0
Dell,Gaming,17.3,1,0,Intel ,32,1,1,0,Nvidia,Windows,4.42,167692,2171,512,1024,0
Dell,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.56,65481,1089,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,22324,773,0,500,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,28505,1087,0,500,0
HP,Notebook,15.6,0,0,Intel ,6,0,1,0,AMD,Windows,2.04,28718,1087,0,0,0
MSI,Gaming,17.3,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.7,79215,1086,128,1024,0
Toshiba,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,2.1,26533,773,128,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Windows,2.06,50882,1087,0,0,0
HP,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Windows,2.1,39694,1087,0,0,0
Toshiba,Notebook,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,2,67026,1087,256,0,0
Acer,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Linux,2.1,21951,773,128,0,0
Microsoft,Ultrabook,13.5,0,1,Intel ,8,1,0,0,Intel,Windows,1.252,99519,1513,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,8,1,1,0,AMD,Windows,1.9,43580,1087,128,1024,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.3,55092,1090,256,0,0
Lenovo,Notebook,15.6,0,0,AMD ,4,1,0,0,AMD,Windows,2.2,18595,773,128,0,0
HP,2 in 1 Convertible,14,1,1,Intel ,4,1,0,0,Nvidia,Windows,1.63,37243,1089,128,0,0
MSI,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,2.4,68944,1087,256,1024,0
Asus,Ultrabook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.1,60473,1089,256,0,0
HP,2 in 1 Convertible,11.6,0,1,Intel ,8,0,0,1,Intel,Chrome,1.4,26374,777,0,0,64
LG,Ultrabook,15.6,1,0,Intel ,8,1,0,0,Intel,Windows,1.09,122491,1087,512,0,0
Acer,Gaming,15.6,0,0,Intel ,16,1,0,0,Nvidia,Windows,2.5,69211,1087,256,0,0
MSI,Gaming,15.6,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.2,53168,1087,256,0,0
Asus,Notebook,15.6,0,0,Intel ,4,1,0,0,Intel,Windows,1.86,22324,773,128,0,0
Dell,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,3.21,109277,1087,128,1024,0
HP,Notebook,17.3,1,0,Intel ,4,1,0,0,AMD,Windows,2.5,37243,1086,256,0,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.19,79867,1090,512,0,0
Dell,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,3.49,149917,1087,256,1024,0
HP,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Windows,1.86,32640,773,0,500,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,AMD,Windows,2.2,29073,773,0,0,0
HP,Notebook,17.3,1,0,AMD ,6,0,1,0,AMD,Windows,2.65,30316,1086,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.1,16943,773,0,500,0
Acer,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Chrome,1.45,19980,774,0,0,32
Lenovo,Notebook,14,0,0,Intel ,4,1,0,0,Intel,Windows,1.7,37243,1089,256,0,0
HP,Workstation,17.3,0,0,Intel ,8,0,1,0,Nvidia,Windows,3.14,101658,1086,0,500,0
Lenovo,2 in 1 Convertible,14,0,1,Intel ,8,1,0,0,Intel,Windows,1.42,137995,1452,256,0,0
Toshiba,Notebook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.5,51841,1090,256,0,0
Acer,Netbook,11.6,0,0,Intel ,4,0,0,1,Intel,Windows,1.4,14332,777,0,0,32
Lenovo,2 in 1 Convertible,14,0,1,Intel ,16,1,0,0,Intel,Windows,1.38,93187,1089,512,0,0
Asus,2 in 1 Convertible,12.5,0,1,Intel ,4,0,0,1,Intel,Chrome,1.2,35644,1091,0,0,64
Toshiba,Ultrabook,13.3,0,1,Intel ,16,1,0,0,Intel,Windows,1.36,100007,1090,512,0,0
HP,Notebook,15.6,1,0,Intel ,4,0,1,0,AMD,Windows,2.1,36710,1087,0,500,0
Dell,Gaming,15.6,0,0,Intel ,8,0,1,0,Nvidia,Windows,2.56,43636,1087,0,0,0
Lenovo,Notebook,15.6,0,0,AMD ,4,1,0,0,AMD,Windows,2.2,21259,1087,256,0,0
Lenovo,Notebook,15.6,0,0,AMD ,8,0,1,0,AMD,Windows,2.2,22857,773,0,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.1,33111,1087,1024,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,No OS,1.9,23976,773,0,500,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2.18,42358,1087,256,0,0
Acer,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.6,53227,1090,256,0,0
Lenovo,Workstation,15.6,0,0,Intel ,16,1,0,0,Nvidia,Windows,2.18,98834,1087,512,0,0
Lenovo,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.8,63456,1089,256,0,0
HP,Notebook,17.3,1,0,AMD ,6,0,1,0,AMD,Windows,2.71,34899,1086,0,0,0
Lenovo,Gaming,15.6,1,0,Intel ,8,1,1,0,Nvidia,Windows,2.5,66547,1087,128,1024,0
Dell,Notebook,14,0,0,Intel ,8,1,0,0,Nvidia,Linux,1.64,58022,1089,256,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,Intel,Linux,1.98,38681,1087,0,0,0
Asus,Notebook,14,0,0,Intel ,4,0,0,1,Intel,Windows,1.5,15877,1089,0,0,32
Dell,Notebook,15.6,0,0,Intel ,16,1,0,0,Intel,Windows,1.93,76012,1087,512,0,0
Lenovo,Notebook,14,1,0,Intel ,8,1,0,0,Nvidia,Windows,1.87,45665,1089,256,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.9,62817,1087,256,0,0
Lenovo,Notebook,15.6,0,0,AMD ,4,0,1,0,AMD,Windows,2.19,15877,773,0,500,0
Mediacom,Notebook,14,1,0,Intel ,4,0,1,0,Intel,Windows,1.4,14119,1208,0,32,0
HP,Notebook,17.3,0,0,Intel ,8,1,0,0,Nvidia,Windows,2.63,63936,1086,256,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.17,89864,1452,512,0,0
HP,2 in 1 Convertible,13.3,1,1,Intel ,8,1,0,0,Intel,Windows,1.58,44574,775,256,0,0
Lenovo,Ultrabook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.32,79867,1089,256,0,0
Dell,Gaming,17.3,0,0,Intel ,32,1,1,0,Nvidia,Windows,4.36,194973,2171,1024,1024,0
MSI,Gaming,17.3,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.7,71847,1086,128,1024,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,No OS,1.9,26102,773,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,1,1,0,AMD,Windows,2.2,38308,1087,128,1024,0
Dell,2 in 1 Convertible,13.3,0,1,Intel ,4,0,1,0,Intel,Windows,1.71,34579,1090,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Linux,2.32,31410,773,0,0,0
HP,Notebook,15.6,0,0,AMD ,4,0,1,0,AMD,Windows,2.1,26054,1087,0,0,0
Acer,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,4.2,103097,1086,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,12,0,1,0,Intel,Windows,2.25,34579,773,0,0,0
HP,Notebook,15.6,0,0,AMD ,6,1,1,0,AMD,Windows,2.1,34632,1087,128,1024,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.4,29784,773,0,500,0
Lenovo,Notebook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.44,51149,1090,256,0,0
Lenovo,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,1.85,41505,1087,0,0,0
HP,Workstation,15.6,0,0,Intel ,16,1,0,0,Nvidia,Windows,2.6,128884,1087,256,0,0
Dell,2 in 1 Convertible,13.3,0,1,Intel ,8,0,1,0,Intel,Windows,1.55,35112,1090,0,0,0
MSI,Gaming,15.6,0,0,Intel ,16,1,1,0,Nvidia,Windows,1.8,111594,1087,256,1024,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.4,21887,773,0,500,0
Dell,Notebook,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2,64309,1087,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,2,35431,773,256,0,0
Toshiba,Notebook,14,1,1,Intel ,8,1,0,0,Intel,Windows,1.25,81785,1089,256,0,0
Lenovo,2 in 1 Convertible,14,0,1,Intel ,8,1,0,0,Intel,Windows,1.7,53227,1089,256,0,0
Lenovo,Workstation,15.6,1,0,Intel ,16,1,0,0,Nvidia,Windows,2.5,175771,2174,0,0,0
Acer,Notebook,14,0,0,Intel ,2,0,0,1,Intel,Chrome,1.68,17582,774,0,0,32
Samsung,Ultrabook,13.3,0,0,Intel ,16,1,0,0,Intel,Windows,0.81,87859,1090,256,0,0
HP,Notebook,15.6,0,0,Intel ,8,1,0,0,Intel,Windows,1.86,28718,1087,256,0,0
Dell,Notebook,14,0,0,Intel ,8,1,0,0,Intel,Windows,1.6,60031,774,256,0,0
